,Path,Title,Modules,Certificate,Level,Hours,Enrolled,Salary,Review,Ratings
546,Course,Learn Statistics with Python,,With Certificate,Beginner Friendly,4,"14,518 learners enrolled",,,
547,Free course,Python for Data Science: Working with Data,,,Beginner Friendly,9,"8,180 learners enrolled",,4.6,106 ratings
548,Course,How to Analyze Business Metrics with SQL,,With Certificate,Intermediate,1,"13,394 learners enrolled",,4,328 ratings
549,Free course,Machine Learning: Logistic Regression,,,Beginner Friendly,3,"1,899 learners enrolled",,4.1,227 ratings
550,Course,Learn Advanced Python 3,,With Certificate,Advanced,6,"13,992 learners enrolled",,4.5,248 ratings
551,Free course,R for Programmers,,,Beginner Friendly,1,"4,311 learners enrolled",,4.1,138 ratings
552,Course,BI Dashboards with Power BI,,With Certificate,Beginner Friendly,1,"13,453 learners enrolled",,4.1,802 ratings
553,Course,Getting Started with Natural Language Processing,,With Certificate,Beginner Friendly,1,"24,414 learners enrolled",,4.3,205 ratings
554,Course,How to Clean Data with Python,,With Certificate,Intermediate,3,"19,599 learners enrolled",,4.4,208 ratings
555,Free course,Linear Algebra,,,Beginner Friendly,1,"19,274 learners enrolled",,4.4,196 ratings
556,Course,Learn Intermediate SQL for Marketers and Product Managers,,With Certificate,Intermediate,4,"8,890 learners enrolled",,4.4,99 ratings
557,Free course,Learn Tableau for Data Visualization,,,Beginner Friendly,1,"8,977 learners enrolled",,4.4,309 ratings
558,Free course,Machine Learning: Perceptrons,,,Beginner Friendly,1,"3,137 learners enrolled",,4.4,88 ratings
559,Free course,Intro to Deep Learning with TensorFlow,,,Intermediate,4,"3,784 learners enrolled",,4.6,70 ratings
560,Free course,Intro to AI Transformers,,,Intermediate,2,"2,390 learners enrolled",,,
561,Free course,Machine Learning: Random Forests & Decision Trees,,,Beginner Friendly,3,"2,479 learners enrolled",,,
562,Course,Learn Statistics with NumPy,,With Certificate,Intermediate,4,"9,806 learners enrolled",,4.3,96 ratings
563,Free course,Machine Learning: K-Nearest Neighbors,,,Beginner Friendly,3,"1,375 learners enrolled",,,
564,Free course,Probability,,,Beginner Friendly,4,"28,553 learners enrolled",,4.3,96 ratings
565,Free course,Linear Regression in Python,,,Intermediate,6,"6,068 learners enrolled",,,
566,Free course,Getting Started Off-Platform for Data Science,,,Beginner Friendly,1,"19,488 learners enrolled",,4.3,244 ratings
567,Free course,Learn Statistics with R,,,Intermediate,4,"7,735 learners enrolled",,4.4,55 ratings
568,Course,PyTorch for Classification,,With Certificate,Beginner Friendly,3,"1,780 learners enrolled",,,
569,Free course,Analyze Taylor Swift Lyrics with Python Case Study,,,Beginner Friendly,1,"5,458 learners enrolled",,4.1,75 ratings
570,Free course,Learn to Program Alexa,,,Beginner Friendly,2,"23,046 learners enrolled",,,
571,Free course,Machine Learning: Artificial Intelligence Decision Making with Minimax,,,Advanced,2,"3,889 learners enrolled",,4.5,50 ratings
572,Course,Exploratory Data Analysis in Python,,With Certificate,Beginner Friendly,5,"5,914 learners enrolled",,,
573,Free course,Data Visualization with Python: Seaborn,,,Beginner Friendly,2,"1,066 learners enrolled",,,
574,Free course,Principles of Data Literacy,,,Beginner Friendly,3,"4,810 learners enrolled",,4.4,220 ratings
575,Course,Finetuning Transformer Models,,With Certificate,Intermediate,2,"1,144 learners enrolled",,,
576,Course,Learn Linear Regression with R,,With Certificate,Intermediate,3,"2,455 learners enrolled",,,
577,Free course,Data Visualization with Python: Visual Arguments,,,Beginner Friendly,1,"1,014 learners enrolled",,,
578,Free course,Learn dplyr,,,Intermediate,8,"2,897 learners enrolled",,,
579,Free course,Machine Learning: Clustering with K-Means,,,Beginner Friendly,2,"1,189 learners enrolled",,,
580,Course,Learn D3,,With Certificate,Intermediate,1,"7,810 learners enrolled",,3.9,57 ratings
581,Free course,Differential Calculus,,,Beginner Friendly,1,"12,464 learners enrolled",,4.3,71 ratings
582,Free course,Build a Machine Learning Pipeline,,,Intermediate,1,"2,811 learners enrolled",,,
583,Free course,Analyze NFL Stats with Python Case Study,,,Beginner Friendly,1,"5,469 learners enrolled",,4.3,91 ratings
584,Course,BI Dashboards with Tableau,,With Certificate,Beginner Friendly,1,"6,267 learners enrolled",,4.3,198 ratings
585,Course,Deep Learning with TensorFlow: Image Classification,,,Intermediate,2,"1,091 learners enrolled",,,
586,Course,Learn ggplot2,,With Certificate,Intermediate,4,"3,120 learners enrolled",,3.9,50 ratings
587,Free course,"Statistics: Mean, Median, Mode",,,Beginner Friendly,1,,,,
588,Free course,Simple Linear Regression,,,Beginner Friendly,2,,,,
589,Course,Hypothesis Testing with Python,,With Certificate,Intermediate,6,"2,031 learners enrolled",,,
590,Free course,Multiple Linear Regression,,,Beginner Friendly,3,,,,
591,Free course,Analyze Traffic Safety Data with Python Case Study,,,Beginner Friendly,1,"1,828 learners enrolled",,4.4,59 ratings
592,Course,Language Parsing,,With Certificate,Intermediate,2,"1,182 learners enrolled",,,
593,Course,Language Models in Python: Generative Text,,With Certificate,Intermediate,1,"3,607 learners enrolled",,,
594,Free course,How to Choose a Linear Regression Model,,,Intermediate,1,,,,
595,Free course,Statistics: Variance and Standard Deviation,,,Beginner Friendly,1,,,,
596,Free course,Introduction to Hypothesis Testing,,,Beginner Friendly,2,,,,
597,Free course,Using Storytelling to Prove a Case With Data,,,Beginner Friendly,1,"2,326 learners enrolled",,,
598,Free course,Learn the Basics of Causal Inference with R,,,Intermediate,5,"1,652 learners enrolled",,,
599,Course,Text Preprocessing,,With Certificate,Intermediate,2,"1,907 learners enrolled",,,
600,Free course,Learn Recommender Systems,,,Intermediate,1,"1,974 learners enrolled",,4.2,97 ratings
601,Free course,Hypothesis Testing: Significance Thresholds,,,Beginner Friendly,1,,,,
602,Free course,Ensemble Methods in Machine Learning,,,Intermediate,2,,,,
603,Course,Deep Learning with TensorFlow: Classification,,,Intermediate,2,,,,
604,Course,Intro to Regularization with Python,,,Intermediate,2,,,,
605,Free course,Statistics: Histograms,,,Beginner Friendly,1,,,,
606,Free course,"Statistics: Quartiles, Quantiles, and IQR",,,Beginner Friendly,1,,,,
607,Free course,Statistics: Boxplots,,,Beginner Friendly,1,,,,
608,Free course,Hypothesis Testing: Associations,,,Beginner Friendly,1,,,,
609,Free course,Hypothesis Testing: Experimental Design,,,Beginner Friendly,1,,,,
610,Free course,Regression Discontinuity Design and Instrumental Variables,,,Advanced,2,,,,
611,Course,Intro to Hyperparameter Tuning with Python,,,Intermediate,1,,,,
612,Free course,Learn Conversational Design with Alexa,,,Intermediate,3,"2,653 learners enrolled",,,
613,Free course,Difference in Differences for Causal Inference,,,Advanced,1,,,,
614,Free course,Matching and Weighting Methods for Causal Inference,,,Advanced,2,,,,
615,Free course,Potential Outcomes Framework for Causal Inference,,,Advanced,1,,,,
616,Career path,Data Scientist: Analytics Specialist,Includes 22 Courses,With Professional Certification,Beginner Friendly,70,"58,805 learners enrolled","$125,000",,
617,Career path,Business Intelligence Data Analyst,Includes 18 Courses,With Certificate,Beginner Friendly,50,"26,567 learners enrolled","$87,000",,
618,Skill path,Analyze Data with R,Includes 7 Courses,With Certificate,Beginner Friendly,21,"16,151 learners enrolled",,,
619,Skill path,Data Analyst Interview Preparation,Includes 7 Courses,With Certificate,Intermediate,3,"7,412 learners enrolled",,,
620,Skill path,Data Scientist Interview Preparation,Includes 8 Courses,With Certificate,Intermediate,3,"5,845 learners enrolled",,,
621,Skill path,Analyze Data with Python,Includes 8 Courses,With Certificate,Intermediate,13,"4,364 learners enrolled",,,
622,Skill path,Data Science Foundations,Includes 15 Courses,With Certificate,Beginner Friendly,54,"27,706 learners enrolled",,,
623,Skill path,Visualize Data with Python,Includes 6 Courses,With Certificate,Beginner Friendly,7,"2,851 learners enrolled",,,
624,Free course,Learn R,,,Beginner Friendly,14,"258,964 learners enrolled",,4.5,"1,545 ratings"
625,Free course,Intro to Data Visualization with Python,,,Beginner Friendly,3,"4,081 learners enrolled",,4.4,80 ratings
626,Free course,Learn Microsoft Excel for Data Analysis,,,Beginner Friendly,2,"13,414 learners enrolled",,4.3,422 ratings
627,Course,BI Dashboards with Power BI,,With Certificate,Beginner Friendly,1,"13,453 learners enrolled",,4.1,802 ratings
628,Free course,Learn Tableau for Data Visualization,,,Beginner Friendly,1,"8,977 learners enrolled",,4.4,309 ratings
629,Course,Analyze Data with Microsoft Excel,,With Certificate,Beginner Friendly,1,"7,700 learners enrolled",,4.1,420 ratings
630,Course,Handling Missing Data,,With Certificate,Beginner Friendly,1,"3,106 learners enrolled",,4.3,165 ratings
631,Free course,Getting Started Off-Platform for Data Science,,,Beginner Friendly,1,"19,488 learners enrolled",,4.3,244 ratings
632,Free course,Data Visualization with Python: Seaborn,,,Beginner Friendly,2,"1,066 learners enrolled",,,
633,Free course,Data Visualization with Python: Visual Arguments,,,Beginner Friendly,1,"1,014 learners enrolled",,,
634,Course,Learn D3,,With Certificate,Intermediate,1,"7,810 learners enrolled",,3.9,57 ratings
635,Course,BI Dashboards with Tableau,,With Certificate,Beginner Friendly,1,"6,267 learners enrolled",,4.3,198 ratings
636,Course,Learn ggplot2,,With Certificate,Intermediate,4,"3,120 learners enrolled",,3.9,50 ratings
637,Skill path,Software Engineering for Data Scientists,Includes 7 Courses,With Certificate,Intermediate,22,"4,616 learners enrolled",,,
638,Course,Learn the Command Line,,With Certificate,Beginner Friendly,4,"190,274 learners enrolled",,4.6,"6,104 ratings"
639,Course,Learn Git & GitHub,,With Certificate,Beginner Friendly,4,"126,342 learners enrolled",,4.5,"1,653 ratings"
640,Free course,Introduction to Blockchain and Crypto,,,Beginner Friendly,1,"10,596 learners enrolled",,4.3,264 ratings
641,Free course,Introduction to Open Source,,,Beginner Friendly,1,"3,321 learners enrolled",,4.4,148 ratings
642,Course,Learn Python 3,,With Certificate,Beginner Friendly,23,"2,517,022 learners enrolled",,4.6,"9,378 ratings"
643,Free course,Learn Go,,,Beginner Friendly,4,"138,954 learners enrolled",,4.6,"1,439 ratings"
644,Course,Learn the Command Line,,With Certificate,Beginner Friendly,4,"190,274 learners enrolled",,4.6,"6,104 ratings"
645,Course,Learn Bash Scripting,,With Certificate,Intermediate,1,"40,982 learners enrolled",,4.2,"1,067 ratings"
646,Free course,Introduction to DevOps,,,Beginner Friendly,2,"19,425 learners enrolled",,4.5,446 ratings
647,Free course,Learn MongoDB,,,Beginner Friendly,5,"13,143 learners enrolled",,4.6,361 ratings
648,Free course,"Learn Go: Loops, Arrays, Maps, and Structs",,,Beginner Friendly,4,"6,876 learners enrolled",,4.6,278 ratings
649,Free course,Learn Go: Fundamentals,,,Beginner Friendly,2,"1,210 learners enrolled",,4.7,62 ratings
650,Free course,Learn Go: Maps and Structs,,,Beginner Friendly,2,,,,
651,Free course,Learn Go: Functions,,,Beginner Friendly,1,,,,
652,Free course,Learn Go: Loops and Arrays,,,Beginner Friendly,2,,,,
653,Free course,Learn Go: Conditionals,,,Beginner Friendly,1,,,,
654,Skill path,Create Video Games with Phaser.js,Includes 8 Courses,With Certificate,Beginner Friendly,27,"64,379 learners enrolled",,,
655,Free course,Introduction to Game Development,,,Beginner Friendly,1,"92,932 learners enrolled",,4.3,"3,746 ratings"
656,Free course,Learn Game Development with Phaser.js,,,Intermediate,7,"60,860 learners enrolled",,4.4,162 ratings
657,Free course,Learn A-Frame (VR),,,Intermediate,2,"19,286 learners enrolled",,4.4,133 ratings
658,Free course,Learn Phaser.js: Fundamentals,,,Intermediate,2,,,,
659,Free course,Learn Phaser.js: Animations and Visuals,,,Intermediate,2,,,,
660,Free course,Learn Phaser.js: Physics,,,Intermediate,2,,,,
661,Free course,Learn Go,,,Beginner Friendly,4,"138,954 learners enrolled",,4.6,"1,439 ratings"
662,Free course,"Learn Go: Loops, Arrays, Maps, and Structs",,,Beginner Friendly,4,"6,876 learners enrolled",,4.6,278 ratings
663,Free course,Learn Go: Fundamentals,,,Beginner Friendly,2,"1,210 learners enrolled",,4.7,62 ratings
664,Free course,Learn Go: Maps and Structs,,,Beginner Friendly,2,,,,
665,Free course,Learn Go: Functions,,,Beginner Friendly,1,,,,
666,Free course,Learn Go: Loops and Arrays,,,Beginner Friendly,2,,,,
667,Free course,Learn Go: Conditionals,,,Beginner Friendly,1,,,,
668,Career path,Front-End Engineer,Includes 34 Courses,With Professional Certification,Beginner Friendly,115,"142,271 learners enrolled","$120,000",,
669,Skill path,"Build a Website with HTML, CSS, and GitHub Pages",Includes 9 Courses,With Certificate,Beginner Friendly,14,"138,562 learners enrolled",,,
670,Free course,Learn HTML,,,Beginner Friendly,7,"2,032,797 learners enrolled",,4.6,"40,581 ratings"
671,Free course,Learn CSS,,,Beginner Friendly,6,"395,309 learners enrolled",,4.5,"11,864 ratings"
672,Free course,Learn Intermediate CSS,,,Intermediate,10,"73,025 learners enrolled",,4.4,"1,015 ratings"
673,Free course,Learn HTML: Fundamentals,,,Beginner Friendly,3,"17,419 learners enrolled",,4.6,"1,300 ratings"
674,Course,Learn Bootstrap,,With Certificate,Intermediate,3,"44,309 learners enrolled",,4.6,940 ratings
675,Free course,How to Make a Website with NameCheap,,,Beginner Friendly,4,"153,809 learners enrolled",,4.5,"1,194 ratings"
676,Free course,Learn CSS: Introduction ,,,Beginner Friendly,2,"14,165 learners enrolled",,4.6,"1,035 ratings"
677,Free course,Learn CSS: Flexbox and Grid,,,Beginner Friendly,4,"16,239 learners enrolled",,4.6,457 ratings
678,Free course,Learn CSS: Transitions and Animations,,,Beginner Friendly,1,"7,388 learners enrolled",,4.5,421 ratings
679,Free course,Learn HTML: Forms,,,Beginner Friendly,2,"8,099 learners enrolled",,4.5,360 ratings
680,Course,Learn CSS: Responsive Design,,With Certificate,Intermediate,2,"8,198 learners enrolled",,4.6,450 ratings
681,Free course,Learn CSS: Box Model and Layout,,,Beginner Friendly,2,"8,360 learners enrolled",,4.5,366 ratings
682,Free course,Learn HTML: Tables,,,Beginner Friendly,1,"7,130 learners enrolled",,4.5,408 ratings
683,Course,Learn Sass,,With Certificate,Intermediate,3,"22,712 learners enrolled",,4.1,196 ratings
684,Free course,Learn HTML: Semantic HTML,,,Beginner Friendly,1,"6,380 learners enrolled",,4.6,368 ratings
685,Course,How to Deploy a Website,,With Certificate,Beginner Friendly,1,"29,865 learners enrolled",,4.4,215 ratings
686,Free course,Learn CSS: Colors,,,Beginner Friendly,1,"5,129 learners enrolled",,4.6,303 ratings
687,Free course,Learn CSS: Accessibility,,,Beginner Friendly,1,"2,958 learners enrolled",,4.5,129 ratings
688,Free course,Learn CSS: Typography and Fonts,,,Beginner Friendly,1,"4,428 learners enrolled",,4.6,205 ratings
689,Free course,Learn A-Frame (VR),,,Intermediate,2,"19,286 learners enrolled",,4.4,133 ratings
690,Free course,Learn CSS: Variables and Functions,,,Beginner Friendly,2,"3,156 learners enrolled",,4.6,100 ratings
691,Course,Learn Navigation Design,,With Certificate,Intermediate,2,"10,470 learners enrolled",,4.1,77 ratings
692,Free course,Learn Sass: Fundamentals,,,Intermediate,1,"1,885 learners enrolled",,4.3,89 ratings
693,Course,Learn Color Design,,With Certificate,Intermediate,2,"15,480 learners enrolled",,4.5,157 ratings
694,Free course,Learn CSS: Browser Compatibility,,,Beginner Friendly,1,"2,494 learners enrolled",,4.3,118 ratings
695,Free course,Learn Sass: Mixins and Parent Selector,,,Intermediate,1,,,,
696,Free course,Learn Sass: Best Practices,,,Intermediate,1,"1,350 learners enrolled",,,
697,Free course,Learn Sass: Functions and Operations,,,Intermediate,1,,,,
698,Course,Learn CSS-in-JS,,With Certificate,Intermediate,1,"4,132 learners enrolled",,4,107 ratings
699,Skill path,Data Analyst Interview Preparation,Includes 7 Courses,With Certificate,Intermediate,3,"7,412 learners enrolled",,,
700,Skill path,Pass the Technical Interview with Java,Includes 8 Courses,With Certificate,Intermediate,19,"15,506 learners enrolled",,,
701,Skill path,Pass the Technical Interview with JavaScript,Includes 8 Courses,With Certificate,Intermediate,13,"23,176 learners enrolled",,,
702,Skill path,Pass the Technical Interview with Python,Includes 8 Courses,With Certificate,Intermediate,25,"20,801 learners enrolled",,,
703,Skill path,Data Scientist Interview Preparation,Includes 8 Courses,With Certificate,Intermediate,3,"5,845 learners enrolled",,,
704,Skill path,Pass the Technical Interview with Swift,Includes 7 Courses,With Certificate,Advanced,10,,,,
705,Skill path,Cybersecurity Analyst Interview Prep,Includes 8 Courses,With Certificate,Intermediate,2,"2,184 learners enrolled",,,
706,Course,Technical Interview Practice with Python,,With Certificate,Intermediate,6,"27,036 learners enrolled",,,
707,Course,Technical Interview Practice with JavaScript,,With Certificate,Intermediate,1,"5,882 learners enrolled",,,
708,Course,Technical Interview Practice with Java,,With Certificate,Intermediate,1,"5,647 learners enrolled",,,
709,Course,How to Implement Search Algorithms with Python,,With Certificate,Intermediate,2,"4,564 learners enrolled",,,
710,Course,Learn Sorting Algorithms with Python,,With Certificate,Intermediate,3,"6,577 learners enrolled",,,
711,Skill path,Scan Systems with Nmap,Includes 5 Courses,With Certificate,Beginner Friendly,4,"5,356 learners enrolled",,,
712,Skill path,Fundamentals of Cybersecurity,Includes 5 Courses,With Certificate,Beginner Friendly,3,"15,494 learners enrolled",,,
713,Course,Learn Python 3,,With Certificate,Beginner Friendly,23,"2,517,022 learners enrolled",,4.6,"9,378 ratings"
714,Free course,Learn SQL,,,Beginner Friendly,5,"922,044 learners enrolled",,4.6,"17,535 ratings"
715,Free course,Introduction to Cybersecurity,,,Beginner Friendly,3,"145,045 learners enrolled",,4.5,"2,950 ratings"
716,Course,Learn the Command Line,,With Certificate,Beginner Friendly,4,"190,274 learners enrolled",,4.6,"6,104 ratings"
717,Free course,Introduction to IT,,,Beginner Friendly,3,"31,399 learners enrolled",,4.4,783 ratings
718,Course,Introduction to Linux,,With Certificate,Intermediate,4,"18,771 learners enrolled",,4.3,331 ratings
719,Free course,Introduction to Linux: Bash Scripting,,,Intermediate,3,"4,802 learners enrolled",,4.5,81 ratings
720,Free course,Fundamentals of Operating Systems,,,Beginner Friendly,2,"8,425 learners enrolled",,4.3,168 ratings
721,Free course,Introduction to Linux: Users and Permissions,,,Intermediate,1,"1,157 learners enrolled",,4.6,73 ratings
722,Free course,Introduction to Linux: Installation,,,Intermediate,1,"1,173 learners enrolled",,4.4,69 ratings
723,Skill path,Build Basic Android Apps with Java,Includes 6 Courses,With Certificate,Beginner Friendly,16,"36,027 learners enrolled",,,
724,Skill path,Pass the Technical Interview with Java,Includes 8 Courses,With Certificate,Intermediate,19,"15,506 learners enrolled",,,
725,Skill path,Study for the AP Computer Science A Exam (Java),Includes 8 Courses,With Certificate,Beginner Friendly,19,"7,624 learners enrolled",,,
726,Skill path,Create REST APIs with Spring and Java,Includes 9 Courses,With Certificate,Beginner Friendly,20,"16,569 learners enrolled",,,
727,Free course,Learn Java,,,Beginner Friendly,16,"1,125,540 learners enrolled",,4.4,"8,613 ratings"
728,Free course,Intro to Java,,,Beginner Friendly,6,"34,355 learners enrolled",,4.6,"1,272 ratings"
729,Free course,Learn Intermediate Java,,,Intermediate,10,"34,440 learners enrolled",,4.3,447 ratings
730,Free course,Learn Java: Object-Oriented Programming,,,Beginner Friendly,3,"22,047 learners enrolled",,4.5,404 ratings
731,Course,Learn Spring,,With Certificate,Intermediate,5,"19,954 learners enrolled",,4.2,206 ratings
732,Free course,Java for Programmers,,,Intermediate,1,"25,328 learners enrolled",,4.4,182 ratings
733,Course,Learn the Basics of Android,,With Certificate,Intermediate,1,"9,121 learners enrolled",,4.1,239 ratings
734,Free course,Learn Java: Loops and Arrays,,,Beginner Friendly,5,"7,795 learners enrolled",,4.6,75 ratings
735,Free course,"Learn Java: Classes, Methods, Inheritance, and Polymorphism",,,Beginner Friendly,4,"7,672 learners enrolled",,4.4,156 ratings
736,Free course,Learn Spring: Fundamentals and Controllers,,,Intermediate,3,"2,703 learners enrolled",,4.4,108 ratings
737,Free course,Java: Algorithms,,,Beginner Friendly,3,"14,587 learners enrolled",,4.4,112 ratings
738,Free course,Learn Spring: Building an App,,,Intermediate,2,"2,956 learners enrolled",,4.5,88 ratings
739,Free course,Learn Intermediate Java: JUnit Testing,,,Intermediate,1,"1,752 learners enrolled",,4.6,87 ratings
740,Free course,Learn Intermediate Java: Generics and Collections,,,Intermediate,3,"1,354 learners enrolled",,,
741,Course,Learn Advanced Java,,With Certificate,Advanced,2,"7,136 learners enrolled",,4.2,76 ratings
742,Free course,Learn Java: Debugging,,,Beginner Friendly,1,"1,464 learners enrolled",,4.4,52 ratings
743,Free course,Learn Java: Inheritance and Polymorphism,,,Beginner Friendly,2,"7,166 learners enrolled",,4.6,114 ratings
744,Free course,Learn Intermediate Java: Threading,,,Intermediate,1,"1,047 learners enrolled",,,
745,Free course,Learn Java: Conditionals and Operators,,,Beginner Friendly,1,"4,719 learners enrolled",,4.6,91 ratings
746,Free course,Learn Intermediate Java: Input and Output,,,Intermediate,1,,,,
747,Course,Technical Interview Practice with Java,,With Certificate,Intermediate,1,"5,647 learners enrolled",,,
748,Free course,Learn Intermediate Java: Serialization,,,Intermediate,2,,,,
749,Free course,Learn Intermediate Java: Regular Expressions,,,Intermediate,1,,,,
750,Free course,Learn Intermediate Java: Nested Classes,,,Intermediate,1,,,,
751,Career path,Full-Stack Engineer,Includes 51 Courses,With Professional Certification,Beginner Friendly,150,"269,434 learners enrolled","$120,000",,
752,Career path,Front-End Engineer,Includes 34 Courses,With Professional Certification,Beginner Friendly,115,"142,271 learners enrolled","$120,000",,
753,Career path,Back-End Engineer,Includes 41 Courses,With Professional Certification,Beginner Friendly,105,"52,827 learners enrolled","$120,000",,
754,Skill path,Create a Back-End App with JavaScript,Includes 8 Courses,With Certificate,Beginner Friendly,30,"40,394 learners enrolled",,,
755,Skill path,Create a Front-End App with React,Includes 9 Courses,With Certificate,Intermediate,37,"49,013 learners enrolled",,,
756,Skill path,Create Video Games with Phaser.js,Includes 8 Courses,With Certificate,Beginner Friendly,27,"64,379 learners enrolled",,,
757,Skill path,Pass the Technical Interview with JavaScript,Includes 8 Courses,With Certificate,Intermediate,13,"23,176 learners enrolled",,,
758,Skill path,Create an Advanced Web App with React and Redux,Includes 6 Courses,With Certificate,Intermediate,22,"11,271 learners enrolled",,,
759,Free course,Learn JavaScript,,,Beginner Friendly,15,"2,132,265 learners enrolled",,4.5,"27,114 ratings"
760,Free course,Learn React,,,Intermediate,13,"357,588 learners enrolled",,4.4,"2,539 ratings"
761,Free course,Learn TypeScript,,,Intermediate,10,"116,458 learners enrolled",,4.6,"1,762 ratings"
762,Free course,Learn Intermediate JavaScript,,,Intermediate,10,"91,932 learners enrolled",,4.4,"1,964 ratings"
763,Free course,Learn React Native,,,Intermediate,6,"53,915 learners enrolled",,4.4,842 ratings
764,Course,Building Interactive JavaScript Websites,,With Certificate,Intermediate,6,"66,523 learners enrolled",,4.5,718 ratings
765,Free course,Learn React: Introduction,,,Beginner Friendly,6,"23,888 learners enrolled",,4.5,903 ratings
766,Free course,Learn Node.js,,,Intermediate,5,"72,779 learners enrolled",,4.3,"1,035 ratings"
767,Free course,Learn Game Development with Phaser.js,,,Intermediate,7,"60,860 learners enrolled",,4.4,162 ratings
768,Free course,Learn JavaScript: Fundamentals,,,Beginner Friendly,4,"14,522 learners enrolled",,4.7,806 ratings
769,Course,Learn Vue.js,,With Certificate,Beginner Friendly,4,"44,968 learners enrolled",,4.3,363 ratings
770,Free course,Learn AngularJS 1.X,,,Intermediate,6,"28,253 learners enrolled",,4.2,293 ratings
771,Free course,Learn TypeScript: Fundamentals,,,Beginner Friendly,1,"8,038 learners enrolled",,4.6,437 ratings
772,Course,Learn Express,,With Certificate,Intermediate,5,"22,472 learners enrolled",,4.3,183 ratings
773,Course,Learn jQuery,,With Certificate,Beginner Friendly,4,"27,568 learners enrolled",,4.6,318 ratings
774,Free course,Learn JavaScript: Asynchronous Programming ,,,Beginner Friendly,3,"23,264 learners enrolled",,4.5,347 ratings
775,Course,OpenAI API Coding with JavaScript,,With Certificate,Intermediate,1,,,,
776,Free course,Learn Redux,,,Intermediate,7,"21,310 learners enrolled",,4.3,206 ratings
777,Free course,Learn Node.js: Fundamentals,,,Beginner Friendly,3,"3,330 learners enrolled",,4.3,53 ratings
778,Course,Learn Advanced React,,With Certificate,Advanced,5,"8,346 learners enrolled",,4.5,123 ratings
779,Free course,Learn TypeScript: Functions,,,Beginner Friendly,1,"2,960 learners enrolled",,4.6,98 ratings
780,Free course, Intro to Next.js,,,Intermediate,3,,,,
781,Free course,Learn React: Hooks,,,Beginner Friendly,4,"3,776 learners enrolled",,4.4,157 ratings
782,Course,How to Deploy a Website,,With Certificate,Beginner Friendly,1,"29,865 learners enrolled",,4.4,215 ratings
783,Free course,Learn React Testing,,,Intermediate,4,"16,269 learners enrolled",,4.4,195 ratings
784,Free course,Learn Node-SQLite,,,Intermediate,2,"6,536 learners enrolled",,4.4,76 ratings
785,Course,Learn Next.js,,With Certificate,Advanced,6,,,,
786,Free course,Learn JavaScript: Functions and Scope,,,Beginner Friendly,3,"4,098 learners enrolled",,4.7,163 ratings
787,Free course,Learn React: Lifecycle Methods,,,Beginner Friendly,1,"2,849 learners enrolled",,4.4,134 ratings
788,Free course,Learn JavaScript: Classes and Modules,,,Beginner Friendly,4,"3,026 learners enrolled",,4.7,82 ratings
789,Free course,Learn JavaScript: Objects,,,Beginner Friendly,3,"3,822 learners enrolled",,4.7,97 ratings
790,Free course,Learn JavaScript: Arrays and Loops,,,Beginner Friendly,3,"3,926 learners enrolled",,4.6,119 ratings
791,Free course,Learn JavaScript: Best Practices,,,Beginner Friendly,1,"3,507 learners enrolled",,4.2,155 ratings
792,Course,Learn JavaScript Unit Testing,,With Certificate,Intermediate,3,"12,833 learners enrolled",,4.4,222 ratings
793,Course,Software Design Principles,,With Certificate,Intermediate,1,"7,106 learners enrolled",,4.1,220 ratings
794,Free course,Learn TypeScript: Complex Types,,,Beginner Friendly,3,"1,880 learners enrolled",,4.4,60 ratings
795,Free course,Learn React: Additional Basics,,,Beginner Friendly,1,"1,855 learners enrolled",,4.3,89 ratings
796,Free course,Create a Professional Website with Velo by Wix,,,Beginner Friendly,17,"19,957 learners enrolled",,,
797,Free course,Learn p5.js,,,Intermediate,9,"13,223 learners enrolled",,4.4,106 ratings
798,Course,Connecting Front-End to Back-End,,With Certificate,Intermediate,1,"9,635 learners enrolled",,4.3,71 ratings
799,Free course,Learn A-Frame (VR),,,Intermediate,2,"19,286 learners enrolled",,4.4,133 ratings
800,Free course,User Authentication & Authorization in Express,,,Intermediate,5,"6,831 learners enrolled",,4.4,62 ratings
801,Free course,Learn JavaScript: Requests,,,Beginner Friendly,2,"2,361 learners enrolled",,4.7,58 ratings
802,Free course,Learn JavaScript: Iterators,,,Beginner Friendly,2,"2,564 learners enrolled",,4.7,82 ratings
803,Free course,Learn Node.js: Setting Up a Server,,,Beginner Friendly,2,"2,136 learners enrolled",,,
804,Free course,Learn JavaScript: Error Handling,,,Beginner Friendly,1,"2,132 learners enrolled",,4.6,94 ratings
805,Course,Learn Intermediate TypeScript,,With Certificate,Intermediate,3,,,,
806,Free course,Learn React: State Management,,,Beginner Friendly,1,"1,683 learners enrolled",,4.4,85 ratings
807,Free course,Learn jQuery: Fundamentals,,,Intermediate,1,"1,151 learners enrolled",,4.4,53 ratings
808,Course,Learn D3,,With Certificate,Intermediate,1,"7,810 learners enrolled",,3.9,57 ratings
809,Course,Learn Testing for Web Development,,With Certificate,Intermediate,4,"9,816 learners enrolled",,,
810,Course,Learn WebSockets,,With Certificate,Intermediate,2,"5,256 learners enrolled",,,
811,Free course,Learn Phaser.js: Fundamentals,,,Intermediate,2,,,,
812,Free course,Learn TypeScript: Union Types,,,Beginner Friendly,1,"1,092 learners enrolled",,,
